Iteration,Flip,Total_Tails,Ratio
20414,H,10207,0.5000
20415,T,10208,0.5000
20416,H,10208,0.5000
20417,T,10209,0.5000
20418,T,10210,0.5000
20419,H,10210,0.5000
20420,T,10211,0.5000
20421,H,10211,0.5000
20422,H,10211,0.5000
20423,H,10211,0.5000
20424,H,10211,0.5000
20425,T,10212,0.5000
20426,H,10212,0.5000
20427,H,10212,0.4999
20428,H,10212,0.4999
20429,H,10212,0.4999
20430,T,10213,0.4999
20431,H,10213,0.4999
20432,H,10213,0.4999
20433,T,10214,0.4999
20434,H,10214,0.4999
20435,H,10214,0.4998
20436,T,10215,0.4999
20437,H,10215,0.4998
20438,T,10216,0.4999
20439,H,10216,0.4998
20440,H,10216,0.4998
20441,T,10217,0.4998
20442,T,10218,0.4999
20443,T,10219,0.4999
20444,T,10220,0.4999
20445,T,10221,0.4999
20446,H,10221,0.4999
20447,H,10221,0.4999
20448,H,10221,0.4999
20449,H,10221,0.4998
20450,H,10221,0.4998
20451,H,10221,0.4998
20452,T,10222,0.4998
20453,T,10223,0.4998
20454,H,10223,0.4998
20455,H,10223,0.4998
20456,T,10224,0.4998
20457,H,10224,0.4998
20458,T,10225,0.4998
20459,T,10226,0.4998
20460,T,10227,0.4999
20461,H,10227,0.4998
20462,T,10228,0.4999
20463,T,10229,0.4999
20464,T,10230,0.4999
20465,H,10230,0.4999
20466,T,10231,0.4999
20467,H,10231,0.4999
20468,T,10232,0.4999
20469,H,10232,0.4999
20470,H,10232,0.4999
20471,T,10233,0.4999
20472,T,10234,0.4999
20473,T,10235,0.4999
20474,T,10236,0.5000
20475,H,10236,0.4999
20476,T,10237,0.5000
20477,T,10238,0.5000
20478,T,10239,0.5000
20479,T,10240,0.5000
20480,T,10241,0.5000
20481,T,10242,0.5001
20482,T,10243,0.5001
20483,T,10244,0.5001
20484,T,10245,0.5001
20485,H,10245,0.5001
20486,H,10245,0.5001
20487,T,10246,0.5001
20488,T,10247,0.5001
20489,T,10248,0.5002
20490,H,10248,0.5001
20491,H,10248,0.5001
20492,H,10248,0.5001
20493,T,10249,0.5001
20494,T,10250,0.5001
20495,H,10250,0.5001
20496,H,10250,0.5001
20497,H,10250,0.5001
20498,H,10250,0.5000
20499,H,10250,0.5000
20500,H,10250,0.5000
20501,T,10251,0.5000
20502,H,10251,0.5000
20503,T,10252,0.5000
20504,T,10253,0.5000
20505,H,10253,0.5000
20506,H,10253,0.5000
20507,T,10254,0.5000
20508,H,10254,0.5000
20509,T,10255,0.5000
20510,H,10255,0.5000
20511,T,10256,0.5000
20512,H,10256,0.5000
20513,T,10257,0.5000
20514,H,10257,0.5000
20515,T,10258,0.5000
20516,T,10259,0.5000
20517,H,10259,0.5000
20518,H,10259,0.5000
20519,H,10259,0.5000
20520,H,10259,0.5000
20521,H,10259,0.4999
20522,H,10259,0.4999
20523,H,10259,0.4999
20524,T,10260,0.4999
20525,H,10260,0.4999
20526,H,10260,0.4999
20527,H,10260,0.4998
20528,T,10261,0.4999
20529,H,10261,0.4998
20530,H,10261,0.4998
20531,T,10262,0.4998
20532,T,10263,0.4999
20533,T,10264,0.4999
20534,T,10265,0.4999
20535,H,10265,0.4999
20536,T,10266,0.4999
20537,H,10266,0.4999
20538,H,10266,0.4999
20539,H,10266,0.4998
20540,T,10267,0.4999
20541,T,10268,0.4999
20542,T,10269,0.4999
20543,H,10269,0.4999
20544,T,10270,0.4999
20545,T,10271,0.4999
20546,T,10272,0.5000
20547,H,10272,0.4999
20548,H,10272,0.4999
20549,H,10272,0.4999
20550,H,10272,0.4999
20551,T,10273,0.4999
20552,H,10273,0.4999
20553,T,10274,0.4999
20554,H,10274,0.4999
20555,T,10275,0.4999
20556,H,10275,0.4999
20557,H,10275,0.4998
20558,T,10276,0.4999
20559,H,10276,0.4998
20560,T,10277,0.4999
20561,T,10278,0.4999
20562,H,10278,0.4999
20563,H,10278,0.4998
20564,T,10279,0.4999
20565,T,10280,0.4999
20566,T,10281,0.4999
20567,T,10282,0.4999
20568,T,10283,0.5000
20569,H,10283,0.4999
20570,T,10284,0.5000
20571,T,10285,0.5000
20572,H,10285,0.5000
20573,T,10286,0.5000
20574,T,10287,0.5000
20575,H,10287,0.5000
20576,H,10287,0.5000
20577,T,10288,0.5000
20578,T,10289,0.5000
20579,T,10290,0.5000
20580,H,10290,0.5000
20581,H,10290,0.5000
20582,H,10290,0.5000
20583,T,10291,0.5000
20584,H,10291,0.5000
20585,T,10292,0.5000
20586,T,10293,0.5000
20587,H,10293,0.5000
20588,T,10294,0.5000
20589,H,10294,0.5000
20590,T,10295,0.5000
20591,T,10296,0.5000
20592,T,10297,0.5000
20593,H,10297,0.5000
20594,H,10297,0.5000
20595,H,10297,0.5000
20596,T,10298,0.5000
20597,H,10298,0.5000
20598,T,10299,0.5000
20599,H,10299,0.5000
20600,T,10300,0.5000
20601,T,10301,0.5000
20602,H,10301,0.5000
20603,H,10301,0.5000
20604,T,10302,0.5000
20605,T,10303,0.5000
20606,H,10303,0.5000
20607,T,10304,0.5000
20608,H,10304,0.5000
20609,T,10305,0.5000
20610,H,10305,0.5000
20611,H,10305,0.5000
20612,H,10305,0.5000
20613,H,10305,0.4999
20614,H,10305,0.4999
20615,T,10306,0.4999
20616,T,10307,0.5000
20617,T,10308,0.5000
20618,H,10308,0.5000
20619,T,10309,0.5000
20620,T,10310,0.5000
20621,T,10311,0.5000
20622,T,10312,0.5000
20623,H,10312,0.5000
20624,H,10312,0.5000
20625,T,10313,0.5000
20626,H,10313,0.5000
20627,H,10313,0.5000
20628,T,10314,0.5000
20629,T,10315,0.5000
20630,H,10315,0.5000
20631,T,10316,0.5000
20632,H,10316,0.5000
20633,T,10317,0.5000
20634,T,10318,0.5000
20635,H,10318,0.5000
20636,H,10318,0.5000
20637,H,10318,0.5000
20638,H,10318,0.5000
20639,H,10318,0.4999
20640,T,10319,0.5000
20641,T,10320,0.5000
20642,H,10320,0.5000
20643,T,10321,0.5000
20644,T,10322,0.5000
20645,H,10322,0.5000
20646,H,10322,0.5000
20647,T,10323,0.5000
20648,T,10324,0.5000
20649,T,10325,0.5000
20650,T,10326,0.5000
20651,T,10327,0.5001
20652,T,10328,0.5001
20653,H,10328,0.5001
20654,T,10329,0.5001
20655,H,10329,0.5001
20656,T,10330,0.5001
20657,H,10330,0.5001
20658,T,10331,0.5001
20659,H,10331,0.5001
20660,H,10331,0.5000
20661,T,10332,0.5001
20662,H,10332,0.5000
20663,T,10333,0.5001
20664,T,10334,0.5001
20665,T,10335,0.5001
20666,T,10336,0.5001
20667,H,10336,0.5001
20668,H,10336,0.5001
20669,H,10336,0.5001
20670,H,10336,0.5000
20671,H,10336,0.5000
20672,T,10337,0.5000
20673,T,10338,0.5001
20674,H,10338,0.5000
20675,H,10338,0.5000
20676,H,10338,0.5000
20677,H,10338,0.5000
20678,T,10339,0.5000
20679,T,10340,0.5000
20680,H,10340,0.5000
20681,T,10341,0.5000
20682,T,10342,0.5000
20683,T,10343,0.5001
20684,H,10343,0.5000
20685,T,10344,0.5001
20686,T,10345,0.5001
20687,H,10345,0.5001
20688,T,10346,0.5001
20689,H,10346,0.5001
20690,H,10346,0.5000
20691,T,10347,0.5001
20692,H,10347,0.5000
20693,T,10348,0.5001
20694,H,10348,0.5000
20695,H,10348,0.5000
20696,H,10348,0.5000
20697,H,10348,0.5000
20698,H,10348,0.5000
20699,H,10348,0.4999
20700,T,10349,0.5000
20701,T,10350,0.5000
20702,H,10350,0.5000
20703,H,10350,0.4999
20704,T,10351,0.5000
20705,H,10351,0.4999
20706,T,10352,0.5000
20707,T,10353,0.5000
20708,H,10353,0.5000
20709,H,10353,0.4999
20710,T,10354,0.5000
20711,T,10355,0.5000
20712,T,10356,0.5000
20713,T,10357,0.5000
20714,H,10357,0.5000
20715,T,10358,0.5000
20716,T,10359,0.5000
20717,T,10360,0.5001
20718,T,10361,0.5001
20719,H,10361,0.5001
20720,H,10361,0.5000
20721,T,10362,0.5001
20722,H,10362,0.5000
20723,H,10362,0.5000
20724,H,10362,0.5000
20725,T,10363,0.5000
20726,H,10363,0.5000
20727,H,10363,0.5000
20728,H,10363,0.5000
20729,H,10363,0.4999
20730,H,10363,0.4999
20731,T,10364,0.4999
20732,H,10364,0.4999
20733,T,10365,0.4999
20734,H,10365,0.4999
20735,T,10366,0.4999
20736,H,10366,0.4999
20737,T,10367,0.4999
20738,T,10368,0.5000
20739,T,10369,0.5000
20740,T,10370,0.5000
20741,T,10371,0.5000
20742,T,10372,0.5000
20743,H,10372,0.5000
20744,H,10372,0.5000
20745,T,10373,0.5000
20746,T,10374,0.5000
20747,T,10375,0.5001
20748,T,10376,0.5001
20749,H,10376,0.5001
20750,H,10376,0.5000
20751,T,10377,0.5001
20752,H,10377,0.5000
20753,T,10378,0.5001
20754,H,10378,0.5000
20755,T,10379,0.5001
20756,T,10380,0.5001
20757,H,10380,0.5001
20758,T,10381,0.5001
20759,T,10382,0.5001
20760,H,10382,0.5001
20761,T,10383,0.5001
20762,T,10384,0.5001
20763,T,10385,0.5002
20764,H,10385,0.5001
20765,H,10385,0.5001
20766,H,10385,0.5001
20767,T,10386,0.5001
20768,H,10386,0.5001
20769,H,10386,0.5001
20770,T,10387,0.5001
20771,H,10387,0.5001
20772,T,10388,0.5001
20773,H,10388,0.5001
20774,H,10388,0.5000
20775,H,10388,0.5000
20776,T,10389,0.5000
20777,H,10389,0.5000
20778,H,10389,0.5000
20779,H,10389,0.5000
20780,T,10390,0.5000
20781,T,10391,0.5000
20782,H,10391,0.5000
20783,T,10392,0.5000
20784,H,10392,0.5000
20785,H,10392,0.5000
20786,H,10392,0.5000
20787,T,10393,0.5000
20788,T,10394,0.5000
20789,T,10395,0.5000
20790,T,10396,0.5000
20791,H,10396,0.5000
20792,T,10397,0.5000
20793,T,10398,0.5001
20794,H,10398,0.5000
20795,H,10398,0.5000
20796,T,10399,0.5000
20797,H,10399,0.5000
20798,T,10400,0.5000
20799,T,10401,0.5001
20800,T,10402,0.5001
20801,H,10402,0.5001
20802,T,10403,0.5001
20803,T,10404,0.5001
20804,H,10404,0.5001
20805,H,10404,0.5001
20806,T,10405,0.5001
20807,T,10406,0.5001
20808,T,10407,0.5001
20809,T,10408,0.5002
20810,T,10409,0.5002
20811,H,10409,0.5002
20812,H,10409,0.5001
20813,H,10409,0.5001
20814,T,10410,0.5001
20815,T,10411,0.5002
20816,T,10412,0.5002
20817,T,10413,0.5002
20818,H,10413,0.5002
20819,H,10413,0.5002
20820,H,10413,0.5001
20821,H,10413,0.5001
20822,H,10413,0.5001
20823,T,10414,0.5001
20824,T,10415,0.5001
20825,H,10415,0.5001
20826,T,10416,0.5001
20827,H,10416,0.5001
20828,T,10417,0.5001
20829,H,10417,0.5001
20830,H,10417,0.5001
20831,H,10417,0.5001
20832,H,10417,0.5000
20833,H,10417,0.5000
20834,H,10417,0.5000
20835,T,10418,0.5000
20836,T,10419,0.5000
20837,T,10420,0.5001
20838,T,10421,0.5001
20839,T,10422,0.5001
20840,H,10422,0.5001
20841,H,10422,0.5001
20842,T,10423,0.5001
20843,T,10424,0.5001
20844,T,10425,0.5001
20845,H,10425,0.5001
20846,T,10426,0.5001
20847,T,10427,0.5002
20848,T,10428,0.5002
20849,T,10429,0.5002
20850,T,10430,0.5002
20851,T,10431,0.5003
20852,T,10432,0.5003
20853,H,10432,0.5003
20854,T,10433,0.5003
20855,T,10434,0.5003
20856,H,10434,0.5003
20857,H,10434,0.5003
20858,T,10435,0.5003
20859,H,10435,0.5003
20860,H,10435,0.5002
20861,T,10436,0.5003
20862,T,10437,0.5003
20863,H,10437,0.5003
20864,H,10437,0.5002
20865,T,10438,0.5003
20866,H,10438,0.5002
20867,T,10439,0.5003
20868,T,10440,0.5003
20869,H,10440,0.5003
20870,T,10441,0.5003
20871,H,10441,0.5003
20872,T,10442,0.5003
20873,T,10443,0.5003
20874,H,10443,0.5003
20875,H,10443,0.5003
20876,H,10443,0.5002
20877,T,10444,0.5003
20878,T,10445,0.5003
20879,T,10446,0.5003
20880,H,10446,0.5003
20881,H,10446,0.5003
20882,T,10447,0.5003
20883,H,10447,0.5003
20884,H,10447,0.5002
20885,H,10447,0.5002
20886,T,10448,0.5002
20887,H,10448,0.5002
20888,H,10448,0.5002
20889,H,10448,0.5002
20890,H,10448,0.5001
20891,T,10449,0.5002
20892,T,10450,0.5002
20893,T,10451,0.5002
20894,T,10452,0.5002
20895,T,10453,0.5003
20896,H,10453,0.5002
20897,H,10453,0.5002
20898,H,10453,0.5002
20899,H,10453,0.5002
20900,H,10453,0.5001
20901,T,10454,0.5002
20902,T,10455,0.5002
20903,T,10456,0.5002
20904,T,10457,0.5002
20905,H,10457,0.5002
20906,H,10457,0.5002
20907,H,10457,0.5002
20908,H,10457,0.5001
20909,T,10458,0.5002
20910,T,10459,0.5002
20911,T,10460,0.5002
20912,H,10460,0.5002
20913,H,10460,0.5002
20914,T,10461,0.5002
20915,T,10462,0.5002
20916,T,10463,0.5002
20917,T,10464,0.5003
20918,T,10465,0.5003
20919,T,10466,0.5003
20920,H,10466,0.5003
20921,H,10466,0.5003
20922,H,10466,0.5002
20923,H,10466,0.5002
20924,T,10467,0.5002
20925,T,10468,0.5003
20926,T,10469,0.5003
20927,T,10470,0.5003
20928,H,10470,0.5003
20929,T,10471,0.5003
20930,T,10472,0.5003
20931,T,10473,0.5004
20932,T,10474,0.5004
20933,H,10474,0.5004
20934,T,10475,0.5004
20935,T,10476,0.5004
20936,H,10476,0.5004
20937,T,10477,0.5004
20938,T,10478,0.5004
20939,H,10478,0.5004
20940,T,10479,0.5004
20941,T,10480,0.5005
20942,H,10480,0.5004
20943,T,10481,0.5005
20944,H,10481,0.5004
20945,H,10481,0.5004
20946,H,10481,0.5004
20947,H,10481,0.5004
20948,T,10482,0.5004
20949,H,10482,0.5004
20950,H,10482,0.5003
20951,T,10483,0.5004
20952,H,10483,0.5003
20953,T,10484,0.5004
20954,T,10485,0.5004
20955,T,10486,0.5004
20956,H,10486,0.5004
20957,H,10486,0.5004
20958,H,10486,0.5003
20959,T,10487,0.5004
20960,T,10488,0.5004
20961,H,10488,0.5004
20962,T,10489,0.5004
20963,H,10489,0.5004
20964,H,10489,0.5003
20965,T,10490,0.5004
20966,T,10491,0.5004
20967,H,10491,0.5004
20968,H,10491,0.5003
20969,H,10491,0.5003
20970,T,10492,0.5003
20971,H,10492,0.5003
20972,T,10493,0.5003
20973,H,10493,0.5003
20974,H,10493,0.5003
20975,H,10493,0.5003
20976,H,10493,0.5002
20977,H,10493,0.5002
20978,T,10494,0.5002
20979,T,10495,0.5003
20980,T,10496,0.5003
20981,T,10497,0.5003
20982,H,10497,0.5003
20983,H,10497,0.5003
20984,T,10498,0.5003
20985,T,10499,0.5003
20986,T,10500,0.5003
20987,T,10501,0.5004
20988,T,10502,0.5004
20989,T,10503,0.5004
20990,H,10503,0.5004
20991,T,10504,0.5004
20992,T,10505,0.5004
20993,T,10506,0.5005
20994,T,10507,0.5005
20995,H,10507,0.5005
20996,H,10507,0.5004
20997,T,10508,0.5005
20998,H,10508,0.5004
20999,H,10508,0.5004
21000,T,10509,0.5004
21001,H,10509,0.5004
21002,H,10509,0.5004
21003,H,10509,0.5004
21004,T,10510,0.5004
21005,T,10511,0.5004
21006,H,10511,0.5004
21007,T,10512,0.5004
21008,T,10513,0.5004
21009,T,10514,0.5005
21010,H,10514,0.5004
21011,H,10514,0.5004
21012,T,10515,0.5004
21013,T,10516,0.5005
21014,H,10516,0.5004
21015,T,10517,0.5005
21016,H,10517,0.5004
21017,T,10518,0.5005
21018,H,10518,0.5004
21019,T,10519,0.5005
21020,H,10519,0.5004
21021,T,10520,0.5005
21022,T,10521,0.5005
21023,H,10521,0.5005
21024,H,10521,0.5004
21025,T,10522,0.5005
21026,H,10522,0.5004
21027,T,10523,0.5005
21028,T,10524,0.5005
21029,H,10524,0.5005
21030,T,10525,0.5005
21031,H,10525,0.5005
21032,T,10526,0.5005
21033,T,10527,0.5005
21034,T,10528,0.5005
21035,H,10528,0.5005
21036,T,10529,0.5005
21037,T,10530,0.5005
21038,T,10531,0.5006
21039,H,10531,0.5005
21040,H,10531,0.5005
21041,H,10531,0.5005
21042,T,10532,0.5005
21043,T,10533,0.5005
21044,T,10534,0.5006
21045,H,10534,0.5005
21046,H,10534,0.5005
21047,H,10534,0.5005
21048,H,10534,0.5005
21049,H,10534,0.5005
21050,T,10535,0.5005
21051,H,10535,0.5005
21052,H,10535,0.5004
21053,H,10535,0.5004
21054,H,10535,0.5004
21055,H,10535,0.5004
21056,T,10536,0.5004
21057,H,10536,0.5004
21058,T,10537,0.5004
21059,T,10538,0.5004
21060,H,10538,0.5004
21061,H,10538,0.5004
21062,T,10539,0.5004
21063,H,10539,0.5004
21064,H,10539,0.5003
21065,T,10540,0.5004
21066,H,10540,0.5003
21067,H,10540,0.5003
21068,T,10541,0.5003
21069,H,10541,0.5003
21070,T,10542,0.5003
21071,T,10543,0.5004
21072,T,10544,0.5004
21073,H,10544,0.5004
21074,T,10545,0.5004
21075,H,10545,0.5004
21076,H,10545,0.5003
21077,T,10546,0.5004
21078,T,10547,0.5004
21079,H,10547,0.5004
21080,T,10548,0.5004
21081,H,10548,0.5004
21082,T,10549,0.5004
21083,T,10550,0.5004
21084,T,10551,0.5004
21085,T,10552,0.5005
21086,H,10552,0.5004
21087,H,10552,0.5004
21088,T,10553,0.5004
21089,H,10553,0.5004
21090,H,10553,0.5004
21091,T,10554,0.5004
21092,T,10555,0.5004
21093,H,10555,0.5004
21094,H,10555,0.5004
21095,T,10556,0.5004
21096,T,10557,0.5004
21097,H,10557,0.5004
21098,H,10557,0.5004
21099,T,10558,0.5004
21100,T,10559,0.5004
21101,T,10560,0.5005
21102,T,10561,0.5005
21103,T,10562,0.5005
21104,H,10562,0.5005
21105,H,10562,0.5005
21106,T,10563,0.5005
21107,H,10563,0.5005
21108,H,10563,0.5004
21109,H,10563,0.5004
21110,H,10563,0.5004
21111,T,10564,0.5004
21112,H,10564,0.5004
21113,T,10565,0.5004
21114,T,10566,0.5004
21115,T,10567,0.5004
21116,H,10567,0.5004
21117,T,10568,0.5004
21118,H,10568,0.5004
21119,H,10568,0.5004
21120,H,10568,0.5004
21121,T,10569,0.5004
21122,H,10569,0.5004
21123,H,10569,0.5004
21124,T,10570,0.5004
21125,T,10571,0.5004
21126,H,10571,0.5004
21127,H,10571,0.5004
21128,H,10571,0.5003
21129,T,10572,0.5004
21130,H,10572,0.5003
21131,H,10572,0.5003
21132,T,10573,0.5003
21133,T,10574,0.5004
21134,H,10574,0.5003
21135,T,10575,0.5004
21136,T,10576,0.5004
21137,H,10576,0.5004
21138,H,10576,0.5003
21139,H,10576,0.5003
21140,H,10576,0.5003
21141,T,10577,0.5003
21142,T,10578,0.5003
21143,H,10578,0.5003
21144,T,10579,0.5003
21145,T,10580,0.5004
21146,T,10581,0.5004
21147,T,10582,0.5004
21148,T,10583,0.5004
21149,T,10584,0.5004
21150,H,10584,0.5004
21151,T,10585,0.5004
21152,T,10586,0.5005
21153,H,10586,0.5004
21154,T,10587,0.5005
21155,T,10588,0.5005
21156,T,10589,0.5005
21157,H,10589,0.5005
21158,T,10590,0.5005
21159,H,10590,0.5005
21160,H,10590,0.5005
21161,H,10590,0.5004
21162,T,10591,0.5005
21163,T,10592,0.5005
21164,T,10593,0.5005
21165,H,10593,0.5005
21166,T,10594,0.5005
21167,H,10594,0.5005
21168,T,10595,0.5005
21169,T,10596,0.5005
21170,T,10597,0.5006
21171,T,10598,0.5006
21172,T,10599,0.5006
21173,H,10599,0.5006
21174,T,10600,0.5006
21175,T,10601,0.5006
21176,H,10601,0.5006
21177,H,10601,0.5006
21178,T,10602,0.5006
21179,T,10603,0.5006
21180,T,10604,0.5007
21181,H,10604,0.5006
21182,T,10605,0.5007
21183,T,10606,0.5007
21184,H,10606,0.5007
21185,H,10606,0.5006
21186,H,10606,0.5006
21187,T,10607,0.5006
21188,T,10608,0.5007
21189,H,10608,0.5006
21190,T,10609,0.5007
21191,H,10609,0.5006
21192,T,10610,0.5007
21193,T,10611,0.5007
21194,H,10611,0.5007
21195,H,10611,0.5006
21196,H,10611,0.5006
21197,H,10611,0.5006
21198,H,10611,0.5006
21199,T,10612,0.5006
21200,T,10613,0.5006
21201,H,10613,0.5006
21202,H,10613,0.5006
21203,H,10613,0.5005
21204,T,10614,0.5006
21205,H,10614,0.5005
21206,H,10614,0.5005
21207,T,10615,0.5005
21208,H,10615,0.5005
21209,T,10616,0.5005
21210,H,10616,0.5005
21211,T,10617,0.5005
21212,T,10618,0.5006
21213,H,10618,0.5005
21214,H,10618,0.5005
21215,T,10619,0.5005
21216,H,10619,0.5005
21217,H,10619,0.5005
21218,T,10620,0.5005
21219,H,10620,0.5005
21220,T,10621,0.5005
21221,H,10621,0.5005
21222,H,10621,0.5005
21223,T,10622,0.5005
21224,T,10623,0.5005
21225,T,10624,0.5005
21226,H,10624,0.5005
21227,T,10625,0.5005
21228,T,10626,0.5006
21229,T,10627,0.5006
21230,T,10628,0.5006
21231,H,10628,0.5006
21232,H,10628,0.5006
21233,H,10628,0.5005
21234,H,10628,0.5005
21235,H,10628,0.5005
21236,T,10629,0.5005
21237,T,10630,0.5005
21238,H,10630,0.5005
21239,T,10631,0.5005
21240,H,10631,0.5005
21241,H,10631,0.5005
21242,T,10632,0.5005
21243,H,10632,0.5005
21244,H,10632,0.5005
21245,H,10632,0.5004
21246,H,10632,0.5004
21247,T,10633,0.5004
21248,T,10634,0.5005
21249,T,10635,0.5005
21250,T,10636,0.5005
21251,T,10637,0.5005
21252,T,10638,0.5006
21253,T,10639,0.5006
21254,T,10640,0.5006
21255,H,10640,0.5006
21256,T,10641,0.5006
21257,H,10641,0.5006
21258,H,10641,0.5006
21259,H,10641,0.5005
21260,H,10641,0.5005
21261,H,10641,0.5005
21262,H,10641,0.5005
21263,H,10641,0.5004
21264,H,10641,0.5004
21265,H,10641,0.5004
21266,H,10641,0.5004
21267,T,10642,0.5004
21268,H,10642,0.5004
21269,T,10643,0.5004
21270,T,10644,0.5004
21271,T,10645,0.5004
21272,T,10646,0.5005
21273,T,10647,0.5005
21274,T,10648,0.5005
21275,H,10648,0.5005
21276,H,10648,0.5005
21277,H,10648,0.5004
21278,T,10649,0.5005
21279,H,10649,0.5004
21280,H,10649,0.5004
21281,T,10650,0.5004
21282,T,10651,0.5005
21283,T,10652,0.5005
21284,T,10653,0.5005
21285,T,10654,0.5005
21286,T,10655,0.5006
21287,T,10656,0.5006
21288,H,10656,0.5006
21289,H,10656,0.5005
21290,T,10657,0.5006
21291,T,10658,0.5006
21292,H,10658,0.5006
21293,T,10659,0.5006
21294,H,10659,0.5006
21295,T,10660,0.5006
21296,T,10661,0.5006
21297,T,10662,0.5006
21298,H,10662,0.5006
21299,H,10662,0.5006
21300,T,10663,0.5006
21301,H,10663,0.5006
21302,H,10663,0.5006
21303,T,10664,0.5006
21304,T,10665,0.5006
21305,H,10665,0.5006
21306,T,10666,0.5006
21307,H,10666,0.5006
21308,T,10667,0.5006
21309,H,10667,0.5006
21310,H,10667,0.5006
21311,T,10668,0.5006
21312,H,10668,0.5006
21313,T,10669,0.5006
21314,H,10669,0.5006
21315,H,10669,0.5005
21316,H,10669,0.5005
21317,T,10670,0.5005
21318,T,10671,0.5006
21319,H,10671,0.5005
21320,H,10671,0.5005
21321,H,10671,0.5005
21322,H,10671,0.5005
21323,H,10671,0.5004
21324,T,10672,0.5005
21325,T,10673,0.5005
21326,H,10673,0.5005
21327,H,10673,0.5004
21328,T,10674,0.5005
21329,T,10675,0.5005
21330,H,10675,0.5005
21331,T,10676,0.5005
21332,T,10677,0.5005
21333,H,10677,0.5005
21334,T,10678,0.5005
21335,H,10678,0.5005
21336,H,10678,0.5005
21337,H,10678,0.5004
21338,H,10678,0.5004
21339,H,10678,0.5004
21340,H,10678,0.5004
21341,H,10678,0.5004
21342,H,10678,0.5003
21343,H,10678,0.5003
21344,H,10678,0.5003
21345,T,10679,0.5003
21346,T,10680,0.5003
21347,H,10680,0.5003
21348,H,10680,0.5003
21349,T,10681,0.5003
21350,T,10682,0.5003
21351,H,10682,0.5003
21352,T,10683,0.5003
21353,H,10683,0.5003
21354,H,10683,0.5003
21355,H,10683,0.5003
21356,H,10683,0.5002
21357,H,10683,0.5002
21358,T,10684,0.5002
21359,H,10684,0.5002
21360,T,10685,0.5002
21361,H,10685,0.5002
21362,H,10685,0.5002
21363,T,10686,0.5002
21364,H,10686,0.5002
21365,H,10686,0.5002
21366,T,10687,0.5002
21367,H,10687,0.5002
21368,T,10688,0.5002
21369,T,10689,0.5002
21370,T,10690,0.5002
21371,T,10691,0.5003
21372,H,10691,0.5002
21373,T,10692,0.5003
21374,H,10692,0.5002
21375,H,10692,0.5002
21376,T,10693,0.5002
21377,T,10694,0.5003
21378,T,10695,0.5003
21379,T,10696,0.5003
21380,H,10696,0.5003
21381,H,10696,0.5003
21382,H,10696,0.5002
21383,T,10697,0.5003
21384,T,10698,0.5003
21385,H,10698,0.5003
21386,H,10698,0.5002
21387,H,10698,0.5002
21388,H,10698,0.5002
21389,H,10698,0.5002
21390,H,10698,0.5001
21391,T,10699,0.5002
21392,H,10699,0.5001
21393,H,10699,0.5001
21394,H,10699,0.5001
21395,T,10700,0.5001
21396,T,10701,0.5001
21397,T,10702,0.5002
21398,T,10703,0.5002
21399,H,10703,0.5002
21400,T,10704,0.5002
21401,T,10705,0.5002
21402,H,10705,0.5002
21403,T,10706,0.5002
21404,H,10706,0.5002
21405,H,10706,0.5002
21406,T,10707,0.5002
21407,T,10708,0.5002
21408,H,10708,0.5002
21409,T,10709,0.5002
21410,T,10710,0.5002
21411,H,10710,0.5002
21412,H,10710,0.5002
21413,T,10711,0.5002
21414,H,10711,0.5002
21415,H,10711,0.5002
21416,H,10711,0.5001
21417,T,10712,0.5002
21418,T,10713,0.5002
21419,T,10714,0.5002
21420,H,10714,0.5002
21421,T,10715,0.5002
21422,H,10715,0.5002
21423,T,10716,0.5002
21424,H,10716,0.5002
21425,T,10717,0.5002
21426,H,10717,0.5002
21427,H,10717,0.5002
21428,H,10717,0.5001
21429,H,10717,0.5001
21430,H,10717,0.5001
21431,T,10718,0.5001
21432,T,10719,0.5001
21433,H,10719,0.5001
21434,H,10719,0.5001
21435,H,10719,0.5001
21436,T,10720,0.5001
21437,H,10720,0.5001
21438,H,10720,0.5000
21439,H,10720,0.5000
21440,H,10720,0.5000
21441,H,10720,0.5000
21442,T,10721,0.5000
21443,T,10722,0.5000
21444,H,10722,0.5000
21445,H,10722,0.5000
21446,T,10723,0.5000
21447,H,10723,0.5000
21448,T,10724,0.5000
21449,H,10724,0.5000
21450,T,10725,0.5000
21451,T,10726,0.5000
21452,H,10726,0.5000
21453,T,10727,0.5000
21454,H,10727,0.5000
21455,H,10727,0.5000
21456,T,10728,0.5000
21457,H,10728,0.5000
21458,T,10729,0.5000
21459,T,10730,0.5000
21460,H,10730,0.5000
21461,T,10731,0.5000
21462,H,10731,0.5000
21463,T,10732,0.5000
21464,T,10733,0.5000
21465,T,10734,0.5001
21466,T,10735,0.5001
21467,H,10735,0.5001
21468,T,10736,0.5001
21469,T,10737,0.5001
21470,T,10738,0.5001
21471,T,10739,0.5002
21472,H,10739,0.5001
21473,T,10740,0.5002
21474,T,10741,0.5002
21475,H,10741,0.5002
21476,H,10741,0.5001
21477,H,10741,0.5001
21478,T,10742,0.5001
21479,T,10743,0.5002
21480,H,10743,0.5001
21481,H,10743,0.5001
21482,H,10743,0.5001
21483,H,10743,0.5001
21484,H,10743,0.5000
21485,T,10744,0.5001
21486,T,10745,0.5001
21487,T,10746,0.5001
21488,H,10746,0.5001
